0 128 640 5 5 0
1 2 a 3
93 72 c 3
93 98 d 4
93 27 e 4
94 95 a 2
94 95 b 1
94 54 c 2
94 29 d 2
94 6 e 0
95 96 a 3
95 96 b 3
95 89 c 3
95 92 d 1
95 112 e 2
96 97 a 1
96 97 b 4
96 85 c 1
96 102 d 3
96 111 e 3
97 98 a 4
97 98 b 1
97 83 c 4
97 43 d 0
97 93 e 3
98 99 a 1
98 99 b 1
98 128 c 3
98 58 d 1
98 90 e 0
99 100 a 0
99 100 b 3
99 11 c 1
99 75 d 4
99 72 e 0
100 101 a 1
100 101 b 3
100 43 c 1
100 54 d 3
100 77 e 2
101 102 a 3
101 102 b 4
101 23 c 3
101 122 d 0
101 85 e 4
102 103 a 2
102 103 b 1
102 12 c 4
102 55 d 1
102 14 e 0
103 104 a 3
103 104 b 0
103 75 c 1
103 52 d 1
103 106 e 3
104 105 a 1
104 105 b 1
104 25 c 2
104 90 d 0
104 33 e 3
105 106 a 2
105 106 b 4
105 61 c 0
105 55 d 2
105 44 e 4
106 107 a 4
106 107 b 4
106 5 c 4
106 124 d 2
106 75 e 4
107 108 a 0
107 108 b 3
107 65 c 3
107 127 d 1
107 127 e 0
108 109 a 0
108 109 b 4
108 70 c 3
108 58 d 4
108 17 e 4
109 110 a 4
109 110 b 0
109 108 c 0
109 74 d 1
109 9 e 4
110 111 a 3
110 111 b 3
110 17 c 1
110 113 d 4
110 56 e 2
111 112 a 0
111 112 b 3
111 20 c 4
111 20 d 0
111 47 e 4
112 113 a 1
112 113 b 0
112 91 c 3
112 62 d 2
112 69 e 3
113 114 a 4
113 114 b 2
113 77 c 0
113 27 d 3
113 21 e 0
114 115 a 1
114 115 b 1
114 88 c 3
114 126 d 1
114 126 e 1
115 116 a 2
115 116 b 1
115 109 c 3
115 91 d 0
115 33 e 2
116 117 a 2
116 117 b 4
116 127 c 3
116 78 d 4
116 102 e 1
117 118 a 2
117 118 b 1
117 8 c 3
117 18 d 0
117 120 e 3
118 119 a 1
118 119 b 3
118 3 c 4
118 11 d 3
118 68 e 4
119 120 a 3
119 120 b 4
119 115 c 2
119 61 d 1
119 126 e 1
120 121 a 3
120 121 b 3
120 91 c 1
120 82 d 2
120 28 e 3
121 122 a 4
121 122 b 2
121 68 c 2
121 24 d 4
121 89 e 3
122 123 a 3
122 123 b 2
122 58 c 2
122 128 d 4
122 51 e 4
123 124 a 1
123 124 b 1
123 79 c 1
123 32 d 0
123 109 e 2
124 125 a 4
124 125 b 4
124 22 c 0
124 50 d 2
124 14 e 0
125 126 a 1
125 126 b 1
125 41 c 2
125 19 d 1
125 96 e 2
126 127 a 3
126 127 b 4
126 36 c 3
126 69 d 4
126 115 e 3
127 128 a 2
127 128 b 3
127 40 c 2
127 110 d 0
127 23 e 1
128 1 a 1
128 1 b 2
128 89 c 2
128 86 d 0
128 101 e 0

3 128 640 5 5 0
1 2 a 4
1 2 b 4
1 96 c 3
1 109 d 2
1 55 e 2
2 3 a 0
2 3 b 4
2 106 c 1
2 66 d 1
2 43 e 2
3 4 a 1
3 4 b 4
3 39 c 2
3 13 d 3
3 36 e 2
4 5 a 2
4 5 b 0
4 76 c 4
4 38 d 2
4 72 e 0
5 6 a 1
5 6 b 0
5 17 c 2
5 12 d 2
5 3 e 2
6 7 a 3
6 7 b 3
6 52 c 4
6 96 d 1
6 3 e 0
7 8 a 2
7 8 b 1
7 116 c 4
7 103 d 0
7 59 e 4
8 9 a 0
8 9 b 2
8 22 c 3
8 11 d 0
8 96 e 1
9 10 a 0
9 10 b 4
9 100 c 4
9 90 d 1
9 111 e 4
10 11 a 2
10 11 b 4
10 41 c 3
10 5 d 3
10 36 e 1
11 12 a 1
11 12 b 0
11 54 c 1
11 98 d 0
11 4 e 2
12 13 a 3
12 13 b 3
12 96 c 2
12 107 d 1
12 85 e 1
13 14 a 1
13 14 b 1
13 127 c 1
13 61 d 3
13 32 e 0
14 15 a 4
14 15 b 4
14 113 c 0
14 26 d 2
14 54 e 1
15 16 a 4
15 16 b 4
15 21 c 1
15 104 d 3
15 40 e 1
16 17 a 4
16 17 b 3
16 81 c 1
16 48 d 1
16 78 e 4
17 18 a 4
17 18 b 4
17 13 c 0
17 31 d 1
17 65 e 4
18 19 a 3
18 19 b 1
18 53 c 2
18 8 d 3
18 96 e 2
19 20 a 2
19 20 b 3
19 59 c 3
19 96 d 1
19 79 e 0
20 21 a 1
20 21 b 0
20 18 c 3
20 64 d 0
20 115 e 3
21 22 a 2
21 22 b 0
21 52 c 1
21 103 d 4
21 120 e 4
22 23 a 1
22 23 b 3
22 29 c 3
22 53 d 3
22 75 e 0
23 24 a 4
23 24 b 4
23 77 c 3
23 49 d 2
23 32 e 1
24 25 a 3
24 25 b 4
24 74 c 0
24 5 d 0
24 109 e 1
25 26 a 1
25 26 b 4
25 28 c 0
25 125 d 2
25 109 e 1
26 27 a 2
26 27 b 3
26 80 c 1
26 11 d 2
26 31 e 4
27 28 a 4
27 28 b 4
27 118 c 3
27 69 d 3
27 68 e 4
28 29 a 3
28 29 b 3
28 34 c 1
28 101 d 4
28 100 e 1
29 30 a 2
29 30 b 1
29 110 c 2
29 73 d 0
29 74 e 0
30 31 a 0
30 31 b 0
30 119 c 3
30 113 d 1
30 3 e 4
31 32 a 3
31 32 b 4
31 92 c 3
31 3 d 3
31 99 e 4
32 33 a 2
32 33 b 3
32 66 c 4
32 74 d 4
32 127 e 3
33 34 a 4
33 34 b 1
33 82 c 4
33 50 d 3
33 52 e 1
34 35 a 3
34 35 b 3
34 57 c 0
34 78 d 2
34 31 e 0
35 36 a 4
35 36 b 3
35 39 c 1
35 83 d 4
35 35 e 2
36 37 a 1
36 37 b 3
36 81 c 0
36 27 d 4
36 103 e 2
37 38 a 1
37 38 b 4
37 111 c 1
37 35 d 0
37 85 e 3
38 39 a 4
38 39 b 0
38 63 c 0
38 12 d 1
38 28 e 4
39 40 a 1
39 40 b 3
39 128 c 2
39 29 d 4
39 47 e 2
40 41 a 4
40 41 b 1
40 120 c 2
40 64 d 1
40 68 e 4
41 42 a 2
41 42 b 3
41 110 c 0
41 1 d 0
41 85 e 4
42 43 a 0
42 43 b 0
42 48 c 3
42 18 d 4
42 34 e 0
43 44 a 1
43 44 b 3
43 15 c 0
43 73 d 4
43 45 e 1
44 45 a 2
44 45 b 0
44 94 c 1
44 32 d 1
44 61 e 2
45 46 a 1
45 46 b 2
45 118 c 3
45 53 d 4
45 92 e 3
46 47 a 4
46 47 b 2
46 53 c 0
46 72 d 4
46 88 e 1
47 48 a 0
47 48 b 2
47 123 c 4
47 64 d 3
47 70 e 1
48 49 a 1
48 49 b 0
48 44 c 2
48 37 d 0
48 122 e 4
49 50 a 0
49 50 b 3
49 48 c 4
49 39 d 4
49 17 e 4
50 51 a 3
50 51 b 0
50 118 c 4
50 22 d 2
50 103 e 2
51 52 a 1
51 52 b 2
51 108 c 0
51 104 d 3
51 33 e 4
52 53 a 4
52 53 b 4
52 9 c 3
52 54 d 3
52 36 e 0
53 54 a 0
53 54 b 3
53 68 c 1
53 63 d 1
53 28 e 4
54 55 a 2
54 55 b 4
54 26 c 0
54 100 d 0
54 119 e 1
55 56 a 2
55 56 b 4
55 12 c 2
55 42 d 4
55 103 e 0
56 57 a 3
56 57 b 2
56 30 c 2
56 59 d 2
56 99 e 1
57 58 a 3
57 58 b 0
57 89 c 0
57 102 d 0
57 38 e 3
58 59 a 4
58 59 b 4
58 74 c 0
58 26 d 1
58 47 e 3
59 60 a 1
59 60 b 3
59 128 c 0
59 111 d 1
59 63 e 0
60 61 a 3
60 61 b 2
60 18 c 1
60 29 d 4
60 94 e 3
61 62 a 1
61 62 b 2
61 23 c 2
61 2 d 3
61 87 e 3
62 63 a 4
62 63 b 4
62 45 c 0
62 32 d 0
62 55 e 3
63 64 a 3
63 64 b 2
63 115 c 1
63 29 d 4
63 82 e 1
64 65 a 1
64 65 b 3
64 14 c 1
64 66 d 2
64 62 e 2
65 66 a 2
65 66 b 3
65 40 c 2
65 124 d 0
65 86 e 3
66 67 a 0
66 67 b 2
66 108 c 1
66 94 d 3
66 56 e 3
67 68 a 4
67 68 b 0
67 11 c 2
67 29 d 0
67 71 e 4
68 69 a 1
68 69 b 0
68 58 c 4
68 19 d 1
68 42 e 3
69 70 a 2
69 70 b 1
69 49 c 1
69 61 d 2
69 76 e 2
70 71 a 2
70 71 b 2
70 46 c 0
70 61 d 1
70 90 e 3
71 72 a 4
71 72 b 2
71 112 c 2
71 88 d 0
71 71 e 2
72 73 a 0
72 73 b 4
72 61 c 2
72 120 d 3
72 75 e 0
73 74 a 3
73 74 b 2
73 93 c 3
73 44 d 2
73 96 e 2
74 75 a 1
74 75 b 1
74 28 c 4
74 35 d 2
74 68 e 2
75 76 a 3
75 76 b 1
75 75 c 0
75 53 d 2
75 122 e 3
76 77 a 0
76 77 b 4
76 64 c 1
76 90 d 4
76 73 e 1
77 78 a 2
77 78 b 2
77 81 c 3
77 48 d 2
77 59 e 1
78 79 a 1
78 79 b 4
78 93 c 4
78 121 d 0
78 31 e 1
79 80 a 3
79 80 b 2
79 68 c 1
79 27 d 1
79 7 e 4
80 81 a 4
80 81 b 2
80 106 c 4
80 31 d 4
80 75 e 1
81 82 a 4
81 82 b 3
81 56 c 2
81 51 d 2
81 4 e 1
82 83 a 4
82 83 b 0
82 26 c 3
82 40 d 1
82 18 e 1
83 84 a 1
83 84 b 0
83 2 c 0
83 116 d 0
83 23 e 1
84 85 a 2
84 85 b 1
84 100 c 3
84 49 d 4
84 121 e 3
85 86 a 4
85 86 b 0
85 56 c 2
85 28 d 2
85 100 e 1
86 87 a 2
86 87 b 1
86 123 c 1
86 23 d 1
86 70 e 2
87 88 a 1
87 88 b 2
87 46 c 4
87 39 d 3
87 81 e 2
88 89 a 1
88 89 b 2
88 85 c 2
88 118 d 4
88 124 e 3
89 90 a 0
89 90 b 0
89 121 c 0
89 83 d 3
89 3 e 4
90 91 a 1
90 91 b 4
90 39 c 0
90 45 d 4
90 98 e 3
91 92 a 0
91 92 b 4
91 111 c 2
91 28 d 1
91 94 e 2
92 93 a 3
92 93 b 3
92 102 c 2
92 88 d 3
92 124 e 2
93 94 a 4
93 94 b 1
93 36 c 3
93 63 d 1
93 8 e 0
94 95 a 2
94 95 b 1
94 71 c 3
94 84 d 4
94 15 e 1
95 96 a 1
95 96 b 4
95 110 c 0
95 59 d 4
95 101 e 1
96 97 a 2
96 97 b 2
96 63 c 1
96 62 d 3
96 32 e 4
97 98 a 0
97 98 b 3
97 97 c 0
97 74 d 2
97 27 e 2
98 99 a 3
98 99 b 0
98 2 c 3
98 115 d 2
98 117 e 3
99 100 a 4
99 100 b 3
99 83 c 1
99 108 d 4
99 15 e 2
100 101 a 4
100 101 b 1
100 7 c 1
100 15 d 2
100 17 e 4
101 102 a 2
101 102 b 0
101 87 c 1
101 91 d 4
101 102 e 1
102 103 a 3
102 103 b 1
102 1 c 1
102 113 d 0
102 59 e 0
103 104 a 3
103 104 b 3
103 69 c 0
103 23 d 1
103 4 e 1
104 105 a 3
104 105 b 3
104 102 c 1
104 53 d 3
104 119 e 1
105 106 a 0
105 106 b 3
105 47 c 0
105 91 d 3
105 14 e 4
106 107 a 2
106 107 b 3
106 108 c 1
106 56 d 4
106 10 e 2
107 108 a 0
107 108 b 3
107 108 c 4
107 36 d 4
107 107 e 2
108 109 a 2
108 109 b 1
108 6 c 4
108 23 d 1
108 121 e 1
109 110 a 2
109 110 b 2
109 17 c 1
109 48 d 1
109 62 e 4
110 111 a 0
110 111 b 3
110 106 c 3
110 47 d 4
110 9 e 3
111 112 a 0
111 112 b 3
111 113 c 4
111 123 d 0
111 108 e 4
112 113 a 1
112 113 b 1
112 12 c 0
112 29 d 0
112 63 e 3
113 114 a 0
113 114 b 1
113 35 c 4
113 67 d 4
113 28 e 3
114 115 a 2
114 115 b 1
114 35 c 1
114 62 d 4
114 97 e 0
115 116 a 3
115 116 b 0
115 124 c 1
115 4 d 2
115 49 e 2
116 117 a 3
116 117 b 3
116 35 c 4
116 47 d 1
116 114 e 1
117 118 a 1
117 118 b 3
117 16 c 1
117 124 d 4
117 80 e 4
118 119 a 3
118 119 b 1
118 64 c 1
118 77 d 1
118 57 e 4
119 120 a 2
119 120 b 3
119 52 c 0
119 40 d 0
119 95 e 0
120 121 a 1
120 121 b 2
120 113 c 2
120 53 d 3
120 58 e 2
121 122 a 4
121 122 b 4
121 126 c 3
121 67 d 2
121 3 e 0
122 123 a 4
122 123 b 1
122 105 c 3
122 68 d 2
122 58 e 0
123 124 a 3
123 124 b 3
123 66 c 0
123 77 d 3
123 33 e 4
124 125 a 3
124 125 b 2
124 30 c 2
124 23 d 3
124 62 e 1
125 126 a 4
125 126 b 2
125 22 c 3
125 1 d 1
125 93 e 4
126 127 a 1
126 127 b 0
126 69 c 0
126 11 d 4
126 11 e 0
127 128 a 1
127 128 b 4
127 77 c 1
127 92 d 2
127 29 e 2
128 1 a 1
128 1 b 0
128 83 c 1
128 61 d 2
128 39 e 3

4 128 640 5 5 0
1 2 a 3
1 2 b 2
1 127 c 3
1 28 d 4
1 5 e 3
2 3 a 4
2 3 b 3
2 125 c 0
2 11 d 0
2 86 e 3
3 4 a 3
3 4 b 1
3 126 c 3
3 62 d 4
3 123 e 4
4 5 a 2
4 5 b 0
4 56 c 2
4 16 d 1
4 28 e 4
5 6 a 0
5 6 b 1
5 97 c 1
5 126 d 4
5 36 e 3
6 7 a 4
6 7 b 1
6 56 c 3
6 42 d 3
6 64 e 3
7 8 a 2
7 8 b 1
7 125 c 2
7 89 d 0
7 100 e 2
8 9 a 0
8 9 b 4
8 116 c 1
8 118 d 4
8 70 e 2
9 10 a 3
9 10 b 0
9 102 c 0
9 13 d 0
9 97 e 4
10 11 a 3
10 11 b 4
10 31 c 1
10 81 d 2
10 115 e 3
11 12 a 4
11 12 b 3
11 113 c 0
11 23 d 0
11 128 e 4
12 13 a 2
12 13 b 4
12 48 c 2
12 88 d 4
12 77 e 3
13 14 a 0
13 14 b 3
13 52 c 3
13 51 d 3
13 101 e 1
14 15 a 3
14 15 b 2
14 90 c 3
14 105 d 0
14 23 e 3
15 16 a 4
15 16 b 1
15 3 c 1
15 95 d 4
15 118 e 2
16 17 a 0
16 17 b 1
16 19 c 3
16 31 d 4
16 88 e 1
17 18 a 4
17 18 b 1
17 115 c 2
17 87 d 2
17 87 e 3
18 19 a 1
18 19 b 2
18 16 c 0
18 88 d 4
18 83 e 4
19 20 a 4
19 20 b 4
19 90 c 1
19 24 d 1
19 111 e 2
20 21 a 3
20 21 b 1
20 70 c 1
20 49 d 1
20 15 e 4
21 22 a 0
21 22 b 1
21 76 c 2
21 97 d 0
21 96 e 2
22 23 a 1
22 23 b 1
22 105 c 2
22 8 d 2
22 80 e 2
23 24 a 0
23 24 b 2
23 31 c 4
23 44 d 3
23 18 e 2
24 25 a 1
24 25 b 2
24 112 c 3
24 120 d 3
24 27 e 0
25 26 a 4
25 26 b 3
25 102 c 2
25 56 d 2
25 40 e 3
26 27 a 3
26 27 b 0
26 15 c 1
26 95 d 4
26 54 e 1
27 28 a 1
27 28 b 2
27 121 c 2
27 2 d 3
27 8 e 1
28 29 a 0
28 29 b 4
28 58 c 1
28 91 d 3
28 36 e 2
29 30 a 0
29 30 b 1
29 107 c 0
29 70 d 4
29 86 e 2
30 31 a 0
30 31 b 3
30 39 c 1
30 71 d 4
30 44 e 4
31 32 a 0
31 32 b 4
31 17 c 2
31 2 d 1
31 120 e 0
32 33 a 1
32 33 b 0
32 75 c 0
32 65 d 4
32 81 e 0
33 34 a 2
33 34 b 0
33 128 c 4
33 114 d 2
33 19 e 3
34 35 a 2
34 35 b 2
34 92 c 4
34 39 d 3
34 90 e 1
35 36 a 3
35 36 b 1
35 14 c 4
35 20 d 4
35 11 e 0
36 37 a 0
36 37 b 3
36 77 c 1
36 20 d 4
36 75 e 1
37 38 a 1
37 38 b 3
37 79 c 2
37 36 d 4
37 6 e 0
38 39 a 3
38 39 b 0
38 83 c 2
38 102 d 4
38 105 e 3
39 40 a 2
39 40 b 3
39 25 c 4
39 32 d 1
39 104 e 1
40 41 a 3
40 41 b 4
40 101 c 1
40 59 d 2
40 58 e 4
41 42 a 4
41 42 b 2
41 128 c 2
41 68 d 0
41 88 e 1
42 43 a 3
42 43 b 3
42 55 c 1
42 110 d 4
42 1 e 0
43 44 a 3
43 44 b 2
43 90 c 0
43 14 d 0
43 57 e 2
44 45 a 2
44 45 b 4
44 61 c 4
44 30 d 1
44 69 e 3
45 46 a 4
45 46 b 0
45 59 c 1
45 59 d 1
45 48 e 0
46 47 a 4
46 47 b 4
46 46 c 2
46 38 d 0
46 73 e 0
47 48 a 3
47 48 b 3
47 120 c 0
47 70 d 4
47 35 e 1
48 49 a 0
48 49 b 1
48 125 c 3
48 37 d 3
48 20 e 4
49 50 a 2
49 50 b 1
49 39 c 3
49 111 d 0
49 55 e 1
50 51 a 2
50 51 b 4
50 96 c 3
50 118 d 2
50 106 e 0
51 52 a 3
51 52 b 1
51 28 c 2
51 49 d 2
51 80 e 2
52 53 a 2
52 53 b 2
52 77 c 4
52 56 d 1
52 80 e 1
53 54 a 0
53 54 b 0
53 108 c 2
53 73 d 1
53 20 e 4
54 55 a 3
54 55 b 1
54 119 c 4
54 70 d 1
54 12 e 3
55 56 a 3
55 56 b 4
55 109 c 2
55 53 d 3
55 104 e 1
56 57 a 2
56 57 b 0
56 83 c 2
56 63 d 1
56 33 e 1
57 58 a 3
57 58 b 0
57 51 c 1
57 49 d 2
57 112 e 0
58 59 a 4
58 59 b 4
58 24 c 1
58 126 d 0
58 85 e 0
59 60 a 1
59 60 b 0
59 20 c 4
59 59 d 4
59 18 e 4
60 61 a 3
60 61 b 2
60 58 c 0
60 34 d 4
60 46 e 2
61 62 a 0
61 62 b 0
61 36 c 2
61 16 d 1
61 115 e 2
62 63 a 3
62 63 b 3
62 109 c 2
62 7 d 2
62 112 e 2
63 64 a 1
63 64 b 3
63 56 c 2
63 44 d 1
63 119 e 1
64 65 a 4
64 65 b 0
64 40 c 0
64 73 d 4
64 32 e 1
65 66 a 0
65 66 b 3
65 102 c 4
65 76 d 3
65 68 e 2
66 67 a 3
66 67 b 3
66 30 c 2
66 71 d 0
66 3 e 2
67 68 a 0
67 68 b 4
67 2 c 2
67 110 d 1
67 63 e 4
68 69 a 4
68 69 b 1
68 70 c 4
68 28 d 1
68 30 e 1
69 70 a 4
69 70 b 0
69 34 c 4
69 79 d 0
69 12 e 2
70 71 a 2
70 71 b 0
70 83 c 2
70 39 d 2
70 55 e 2
71 72 a 2
71 72 b 1
71 25 c 2
71 107 d 3
71 17 e 1
72 73 a 0
72 73 b 2
72 59 c 1
72 4 d 4
72 81 e 4
73 74 a 2
73 74 b 1
73 127 c 0
73 127 d 2
73 114 e 1
74 75 a 1
74 75 b 1
74 51 c 1
74 15 d 1
74 51 e 4
75 76 a 0
75 76 b 2
75 39 c 4
75 9 d 2
75 21 e 2
76 77 a 2
76 77 b 3
76 47 c 1
76 103 d 0
76 97 e 4
77 78 a 0
77 78 b 0
77 38 c 2
77 70 d 1
77 31 e 1
78 79 a 0
78 79 b 4
78 102 c 4
78 104 d 1
78 32 e 1
79 80 a 1
79 80 b 2
79 81 c 4
79 50 d 3
79 117 e 0
80 81 a 2
80 81 b 4
80 76 c 0
80 47 d 3
80 117 e 0
81 82 a 2
81 82 b 4
81 62 c 0
81 11 d 0
81 59 e 0
82 83 a 0
82 83 b 0
82 21 c 4
82 24 d 4
82 37 e 2
83 84 a 4
83 84 b 3
83 65 c 2
83 77 d 0
83 86 e 2
84 85 a 0
84 85 b 2
84 55 c 1
84 66 d 3
84 53 e 0
85 86 a 3
85 86 b 4
85 112 c 3
85 54 d 3
85 109 e 3
86 87 a 4
86 87 b 0
86 104 c 4
86 9 d 3
86 107 e 4
87 88 a 4
87 88 b 3
87 31 c 0
87 66 d 0
87 99 e 3
88 89 a 0
88 89 b 2
88 27 c 1
88 10 d 3
88 74 e 1
89 90 a 4
89 90 b 4
89 100 c 4
89 46 d 3
89 93 e 4
90 91 a 0
90 91 b 4
90 6 c 0
90 33 d 4
90 25 e 2
91 92 a 3
91 92 b 0
91 18 c 2
91 121 d 0
91 65 e 0
92 93 a 4
92 93 b 3
92 30 c 1
92 109 d 3
92 92 e 3
93 94 a 0
93 94 b 1
93 65 c 0
93 93 d 0
93 52 e 2
94 95 a 3
94 95 b 2
94 24 c 0
94 74 d 4
94 88 e 0
95 96 a 4
95 96 b 4
95 67 c 4
95 89 d 3
95 27 e 1
96 97 a 2
96 97 b 3
96 104 c 2
96 85 d 3
96 18 e 4
97 98 a 1
97 98 b 2
97 47 c 2
97 42 d 4
97 26 e 3
98 99 a 0
98 99 b 4
98 69 c 4
98 107 d 1
98 80 e 4
99 100 a 3
99 100 b 1
99 90 c 1
99 76 d 2
99 23 e 0
100 101 a 4
100 101 b 2
100 34 c 1
100 41 d 3
100 21 e 0
101 102 a 2
101 102 b 3
101 88 c 1
101 125 d 2
101 54 e 0
102 103 a 2
102 103 b 3
102 54 c 1
102 108 d 0
102 40 e 3
103 104 a 2
103 104 b 3
103 126 c 1
103 58 d 3
103 93 e 0
104 105 a 2
104 105 b 0
104 116 c 4
104 81 d 3
104 13 e 4
105 106 a 3
105 106 b 3
105 97 c 0
105 62 d 3
105 49 e 0
106 107 a 1
106 107 b 3
106 18 c 3
106 52 d 4
106 9 e 2
107 108 a 3
107 108 b 1
107 87 c 3
107 9 d 2
107 22 e 2
108 109 a 1
108 109 b 0
108 5 c 2
108 52 d 4
108 33 e 3
109 110 a 3
109 110 b 1
109 117 c 2
109 85 d 4
109 50 e 4
110 111 a 0
110 111 b 1
110 2 c 0
110 45 d 4
110 26 e 0
111 112 a 2
111 112 b 4
111 14 c 2
111 34 d 3
111 106 e 1
112 113 a 4
112 113 b 0
112 126 c 4
112 60 d 2
112 121 e 0
113 114 a 0
113 114 b 1
113 58 c 0
113 43 d 1
113 98 e 1
114 115 a 1
114 115 b 4
114 46 c 2
114 62 d 2
114 4 e 2
115 116 a 1
115 116 b 0
115 75 c 2
115 109 d 2
115 128 e 1
116 117 a 3
116 117 b 1
116 6 c 4
116 80 d 0
116 62 e 0
117 118 a 4
117 118 b 3
117 88 c 3
117 38 d 1
117 105 e 2
118 119 a 2
118 119 b 1
118 61 c 2
118 79 d 0
118 110 e 4
119 120 a 4
119 120 b 2
119 53 c 4
119 82 d 3
119 1 e 4
120 121 a 1
120 121 b 1
120 70 c 3
120 88 d 3
120 24 e 4
121 122 a 4
121 122 b 0
121 120 c 0
121 47 d 3
121 110 e 1
122 123 a 2
122 123 b 1
122 88 c 0
122 73 d 0
122 1 e 3
123 124 a 1
123 124 b 1
123 117 c 2
123 58 d 2
123 20 e 1
124 125 a 0
124 125 b 4
124 102 c 0
124 61 d 2
124 46 e 3
125 126 a 1
125 126 b 1
125 66 c 3
125 47 d 2
125 25 e 1
126 127 a 3
126 127 b 4
126 38 c 3
126 18 d 3
126 100 e 1
127 128 a 3
127 128 b 1
127 51 c 1
127 11 d 3
127 98 e 0
128 1 a 1
128 1 b 4
128 13 c 2
128 101 d 4
128 41 e 3

5 128 640 5 5 0
1 2 a 3
1 2 b 0
1 93 c 0
1 12 d 0
1 19 e 4
2 3 a 3
2 3 b 2
2 80 c 4
2 19 d 0
2 64 e 0
3 4 a 1
3 4 b 1
3 22 c 4
3 47 d 3
3 19 e 0
4 5 a 1
4 5 b 3
4 99 c 2
4 57 d 4
4 48 e 4
5 6 a 1
5 6 b 2
5 114 c 2
5 48 d 4
5 4 e 3
6 7 a 0
6 7 b 4
6 125 c 0
6 52 d 4
6 61 e 1
7 8 a 3
7 8 b 4
7 70 c 4
7 12 d 0
7 78 e 3
8 9 a 2
8 9 b 3
8 18 c 1
8 33 d 0
8 108 e 1
9 10 a 3
9 10 b 1
9 40 c 1
9 1 d 4
9 20 e 1
10 11 a 0
10 11 b 1
10 86 c 3
10 94 d 1
10 2 e 2
11 12 a 0
11 12 b 3
11 108 c 4
11 12 d 4
11 59 e 1
12 13 a 1
12 13 b 1
12 63 c 4
12 6 d 4
12 5 e 0
13 14 a 1
13 14 b 1
13 40 c 4
13 105 d 2
13 105 e 2
14 15 a 1
14 15 b 3
14 2 c 0
14 119 d 2
14 56 e 1
15 16 a 2
15 16 b 1
15 48 c 0
15 22 d 1
15 3 e 2
16 17 a 1
16 17 b 2
16 20 c 2
16 78 d 2
16 34 e 0
17 18 a 0
17 18 b 3
17 25 c 4
17 79 d 0
17 46 e 3
18 19 a 4
18 19 b 4
18 42 c 2
18 104 d 0
18 6 e 1
19 20 a 3
19 20 b 0
19 57 c 0
19 17 d 1
19 78 e 2
20 21 a 3
20 21 b 2
20 57 c 4
20 99 d 2
20 107 e 4
21 22 a 2
21 22 b 4
21 36 c 4
21 26 d 0
21 9 e 2
22 23 a 2
22 23 b 1
22 118 c 4
22 26 d 4
22 21 e 1
23 24 a 0
23 24 b 1
23 48 c 0
23 103 d 3
23 67 e 3
24 25 a 3
24 25 b 2
24 86 c 2
24 43 d 4
24 9 e 2
25 26 a 3
25 26 b 4
25 113 c 3
25 52 d 1
25 34 e 4
26 27 a 2
26 27 b 1
26 13 c 4
26 116 d 0
26 13 e 0
27 28 a 1
27 28 b 3
27 60 c 3
27 127 d 4
27 11 e 0
28 29 a 3
28 29 b 1
28 18 c 2
28 16 d 0
28 36 e 3
29 30 a 2
29 30 b 0
29 39 c 1
29 4 d 4
29 34 e 0
30 31 a 2
30 31 b 2
30 24 c 3
30 93 d 0
30 21 e 1
31 32 a 3
31 32 b 3
31 6 c 4
31 65 d 0
31 77 e 3
32 33 a 1
32 33 b 3
32 21 c 4
32 121 d 4
32 99 e 4
33 34 a 2
33 34 b 0
33 110 c 1
33 114 d 0
33 49 e 2
34 35 a 1
34 35 b 4
34 62 c 0
34 63 d 3
34 85 e 2
35 36 a 2
35 36 b 3
35 53 c 2
35 21 d 3
35 50 e 1
36 37 a 1
36 37 b 0
36 8 c 4
36 77 d 1
36 111 e 4
37 38 a 3
37 38 b 4
37 112 c 2
37 102 d 2
37 118 e 4
38 39 a 1
38 39 b 0
38 40 c 0
38 1 d 0
38 118 e 2
39 40 a 0
39 40 b 2
39 114 c 1
39 99 d 0
39 98 e 3
40 41 a 4
40 41 b 2
40 19 c 1
40 118 d 4
40 112 e 3
41 42 a 3
41 42 b 1
41 82 c 1
41 72 d 3
41 26 e 0
42 43 a 2
42 43 b 0
42 126 c 4
42 11 d 4
42 32 e 2
43 44 a 0
43 44 b 0
43 101 c 4
43 19 d 2
43 4 e 3
44 45 a 4
44 45 b 3
44 93 c 4
44 91 d 2
44 13 e 1
45 46 a 2
45 46 b 4
45 63 c 4
45 128 d 1
45 68 e 0
46 47 a 4
46 47 b 4
46 103 c 1
46 69 d 3
46 122 e 0
47 48 a 3
47 48 b 0
47 53 c 3
47 13 d 3
47 65 e 3
48 49 a 4
48 49 b 3
48 15 c 4
48 100 d 4
48 110 e 1
49 50 a 1
49 50 b 4
49 93 c 4
49 119 d 1
49 29 e 1
50 51 a 2
50 51 b 1
50 11 c 0
50 23 d 2
50 45 e 4
51 52 a 2
51 52 b 0
51 11 c 1
51 57 d 4
51 64 e 3
52 53 a 2
52 53 b 0
52 80 c 0
52 121 d 0
52 60 e 3
53 54 a 0
53 54 b 4
53 84 c 0
53 19 d 3
53 77 e 1
54 55 a 4
54 55 b 2
54 19 c 4
54 105 d 0
54 96 e 3
55 56 a 1
55 56 b 3
55 14 c 4
55 128 d 4
55 42 e 0
56 57 a 2
56 57 b 3
56 73 c 4
56 2 d 2
56 31 e 0
57 58 a 0
57 58 b 4
57 77 c 2
57 61 d 3
